replicate	E1	E2	E3	E4
431	0	0	0.0287971818883671	0.39959626569813234
432	0	0	0.015387074869968525	0.20296100184569826
433	-0.00010612973905968215	0	0.027296637689974469	0.1423135988500876
434	-9.1529111929355972e-05	0	0.030578339477088934	0.27777535672269582
435	-8.8304310861800345e-05	0	0.0079429824896284258	-0.21941051087925167
436	-0.0001348468461569552	0	0.030077009319034991	0.22540235263796146
437	-9.2200249456825251e-05	0	0.02523634526844435	0.30079457232292989
438	-0.00021206000195968521	0	0.011967814196465362	-0.046239925837451595
439	-7.2204136973619271e-05	0	0.012789973443112609	0.27919268167215938
440	-5.5252327858607009e-05	0	0.021932388557268083	0.24514093520666136
441	0	0	0.011192467284687072	0.11482650610762857
442	0	0	0.01989558717411876	0.13865117395994792
443	-1.8497020428331901e-05	0	0.01874374558479442	0.29080207554850568
444	0	0	0.021451192304011827	0.3843945006873099
445	-2.5939731977731029e-05	0	0.030207626868374238	0.33303581883102928
446	-6.5160845061029704e-05	0	0.032702924845647088	0.42997256648511362
447	0	0	0.018940055431934468	0.33167533677308653
448	-4.6576776844275971e-07	0	0.024306574372112869	0.20482600231504441
449	0	0	0.023352817785854178	0.1343740232002065
