failure_id	validation_instance_id	workload_id	repeat_id	primary_instance	attempt_id	arm	failure_class	failure_reason	missing_output	input_identity_mismatch	ambiguous_matching	unexpected_fallback	retained_in_binary_denominator	replacement_or_retry_used	evidence_role
failure_123	r1_bt3_w139__repeat00	bt3_w139	0	1	r1_bt3_w139__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_124	r1_bt3_w140__repeat00	bt3_w140	0	1	r1_bt3_w140__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_125	r1_bt3_w140__repeat00	bt3_w140	0	1	r1_bt3_w140__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_126	r1_bt3_w141__repeat00	bt3_w141	0	1	r1_bt3_w141__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_127	r1_bt3_w141__repeat00	bt3_w141	0	1	r1_bt3_w141__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_128	r1_bt3_w142__repeat00	bt3_w142	0	1	r1_bt3_w142__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_129	r1_bt3_w142__repeat00	bt3_w142	0	1	r1_bt3_w142__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_130	r1_bt3_w143__repeat00	bt3_w143	0	1	r1_bt3_w143__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_131	r1_bt3_w143__repeat00	bt3_w143	0	1	r1_bt3_w143__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_132	r1_bt3_w144__repeat00	bt3_w144	0	1	r1_bt3_w144__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_133	r1_bt3_w144__repeat00	bt3_w144	0	1	r1_bt3_w144__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_134	r1_bt3_w145__repeat00	bt3_w145	0	1	r1_bt3_w145__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_135	r1_bt3_w145__repeat00	bt3_w145	0	1	r1_bt3_w145__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_136	r1_bt3_w146__repeat00	bt3_w146	0	1	r1_bt3_w146__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_137	r1_bt3_w146__repeat00	bt3_w146	0	1	r1_bt3_w146__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_138	r1_bt3_w147__repeat00	bt3_w147	0	1	r1_bt3_w147__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_139	r1_bt3_w147__repeat00	bt3_w147	0	1	r1_bt3_w147__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_140	r1_bt3_w148__repeat00	bt3_w148	0	1	r1_bt3_w148__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_141	r1_bt3_w148__repeat00	bt3_w148	0	1	r1_bt3_w148__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_142	r1_bt3_w149__repeat00	bt3_w149	0	1	r1_bt3_w149__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_143	r1_bt3_w149__repeat00	bt3_w149	0	1	r1_bt3_w149__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_144	r1_bt3_w150__repeat00	bt3_w150	0	1	r1_bt3_w150__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_145	r1_bt3_w150__repeat00	bt3_w150	0	1	r1_bt3_w150__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_146	r1_bt3_w151__repeat00	bt3_w151	0	1	r1_bt3_w151__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_147	r1_bt3_w151__repeat00	bt3_w151	0	1	r1_bt3_w151__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_148	r1_bt3_w152__repeat00	bt3_w152	0	1	r1_bt3_w152__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_149	r1_bt3_w152__repeat00	bt3_w152	0	1	r1_bt3_w152__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_150	r1_bt3_w153__repeat00	bt3_w153	0	1	r1_bt3_w153__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_151	r1_bt3_w153__repeat00	bt3_w153	0	1	r1_bt3_w153__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_152	r1_bt3_w154__repeat00	bt3_w154	0	1	r1_bt3_w154__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_153	r1_bt3_w154__repeat00	bt3_w154	0	1	r1_bt3_w154__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_154	r1_bt3_w155__repeat00	bt3_w155	0	1	r1_bt3_w155__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_155	r1_bt3_w155__repeat00	bt3_w155	0	1	r1_bt3_w155__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_156	r1_bt3_w156__repeat00	bt3_w156	0	1	r1_bt3_w156__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_157	r1_bt3_w156__repeat00	bt3_w156	0	1	r1_bt3_w156__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_158	r1_bt3_w157__repeat00	bt3_w157	0	1	r1_bt3_w157__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_159	r1_bt3_w157__repeat00	bt3_w157	0	1	r1_bt3_w157__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_160	r1_bt3_w158__repeat00	bt3_w158	0	1	r1_bt3_w158__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_161	r1_bt3_w158__repeat00	bt3_w158	0	1	r1_bt3_w158__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_162	r1_bt3_w159__repeat00	bt3_w159	0	1	r1_bt3_w159__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_163	r1_bt3_w159__repeat00	bt3_w159	0	1	r1_bt3_w159__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_164	r1_bt3_w160__repeat00	bt3_w160	0	1	r1_bt3_w160__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_165	r1_bt3_w160__repeat00	bt3_w160	0	1	r1_bt3_w160__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_166	r1_bt3_w161__repeat00	bt3_w161	0	1	r1_bt3_w161__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_167	r1_bt3_w161__repeat00	bt3_w161	0	1	r1_bt3_w161__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_168	r1_bt3_w162__repeat00	bt3_w162	0	1	r1_bt3_w162__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_169	r1_bt3_w162__repeat00	bt3_w162	0	1	r1_bt3_w162__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_170	r1_bt3_w163__repeat00	bt3_w163	0	1	r1_bt3_w163__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_171	r1_bt3_w163__repeat00	bt3_w163	0	1	r1_bt3_w163__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_172	r1_bt3_w164__repeat00	bt3_w164	0	1	r1_bt3_w164__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_173	r1_bt3_w164__repeat00	bt3_w164	0	1	r1_bt3_w164__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_174	r1_bt3_w165__repeat00	bt3_w165	0	1	r1_bt3_w165__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_175	r1_bt3_w165__repeat00	bt3_w165	0	1	r1_bt3_w165__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_176	r1_bt3_w166__repeat00	bt3_w166	0	1	r1_bt3_w166__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_177	r1_bt3_w166__repeat00	bt3_w166	0	1	r1_bt3_w166__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_178	r1_bt3_w167__repeat00	bt3_w167	0	1	r1_bt3_w167__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_179	r1_bt3_w167__repeat00	bt3_w167	0	1	r1_bt3_w167__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_180	r1_bt3_w168__repeat00	bt3_w168	0	1	r1_bt3_w168__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_181	r1_bt3_w168__repeat00	bt3_w168	0	1	r1_bt3_w168__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_182	r1_bt3_w169__repeat00	bt3_w169	0	1	r1_bt3_w169__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_183	r1_bt3_w169__repeat00	bt3_w169	0	1	r1_bt3_w169__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_184	r1_bt3_w170__repeat00	bt3_w170	0	1	r1_bt3_w170__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_185	r1_bt3_w170__repeat00	bt3_w170	0	1	r1_bt3_w170__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_186	r1_bt3_w171__repeat00	bt3_w171	0	1	r1_bt3_w171__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_187	r1_bt3_w171__repeat00	bt3_w171	0	1	r1_bt3_w171__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_188	r1_bt3_w172__repeat00	bt3_w172	0	1	r1_bt3_w172__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_189	r1_bt3_w172__repeat00	bt3_w172	0	1	r1_bt3_w172__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_190	r1_bt3_w173__repeat00	bt3_w173	0	1	r1_bt3_w173__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_191	r1_bt3_w173__repeat00	bt3_w173	0	1	r1_bt3_w173__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_192	r1_bt3_w174__repeat00	bt3_w174	0	1	r1_bt3_w174__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_193	r1_bt3_w174__repeat00	bt3_w174	0	1	r1_bt3_w174__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_194	r1_bt3_w174__repeat01	bt3_w174	1	0	r1_bt3_w174__repeat01_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	0	0	fresh_concordance_promotion
failure_195	r1_bt3_w174__repeat01	bt3_w174	1	0	r1_bt3_w174__repeat01_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	0	0	fresh_concordance_promotion
failure_196	r1_bt3_w175__repeat00	bt3_w175	0	1	r1_bt3_w175__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_197	r1_bt3_w175__repeat00	bt3_w175	0	1	r1_bt3_w175__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_198	r1_bt3_w176__repeat00	bt3_w176	0	1	r1_bt3_w176__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_199	r1_bt3_w176__repeat00	bt3_w176	0	1	r1_bt3_w176__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_200	r1_bt3_w177__repeat00	bt3_w177	0	1	r1_bt3_w177__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_201	r1_bt3_w177__repeat00	bt3_w177	0	1	r1_bt3_w177__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_202	r1_bt3_w178__repeat00	bt3_w178	0	1	r1_bt3_w178__repeat00_g	G	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
failure_203	r1_bt3_w178__repeat00	bt3_w178	0	1	r1_bt3_w178__repeat00_a	A	missing_attempt	attempt_receipt_missing_before_fixed_budget_or_execution_stop	1	0	0	0	1	0	fresh_concordance_promotion
